Actif;Date;High;Low;Open;Close;Volume
^STOXX50E;09/06/2010;2556.68;2556.68;2556.68;2556.68;0
^STOXX50E;08/06/2010;2510.84;2510.84;2510.84;2510.84;0
^STOXX50E;07/06/2010;2529.97;2529.97;2529.97;2529.97;0
^STOXX50E;04/06/2010;2553.59;2553.59;2553.59;2553.59;0
^STOXX50E;03/06/2010;2634.16;2634.16;2634.16;2634.16;0
^STOXX50E;02/06/2010;2601.98;2601.98;2601.98;2601.98;0
^STOXX50E;01/06/2010;2606.58;2606.58;2606.58;2606.58;0
^STOXX50E;31/05/2010;2610.26;2610.26;2610.26;2610.26;0
^STOXX50E;28/05/2010;2614.06;2614.06;2614.06;2614.06;0
^STOXX50E;27/05/2010;2619.36;2619.36;2619.36;2619.36;0
^STOXX50E;26/05/2010;2530.34;2530.34;2530.34;2530.34;0
^STOXX50E;25/05/2010;2488.5;2488.5;2488.5;2488.5;0
^STOXX50E;24/05/2010;2558.27;2558.27;2558.27;2558.27;0
^STOXX50E;21/05/2010;2581.59;2581.59;2581.59;2581.59;0
^STOXX50E;20/05/2010;2569.58;2569.58;2569.58;2569.58;0
^STOXX50E;19/05/2010;2619.48;2619.48;2619.48;2619.48;0
^STOXX50E;18/05/2010;2698.21;2698.21;2698.21;2698.21;0
^STOXX50E;17/05/2010;2635.34;2635.34;2635.34;2635.34;0
^STOXX50E;14/05/2010;2633.92;2633.92;2633.92;2633.92;0
^STOXX50E;13/05/2010;2764.05;2764.05;2764.05;2764.05;0
^STOXX50E;12/05/2010;2764.31;2764.31;2764.31;2764.31;0
^STOXX50E;11/05/2010;2730.48;2730.48;2730.48;2730.48;0
^STOXX50E;10/05/2010;2758.89;2758.89;2758.89;2758.89;0
^STOXX50E;07/05/2010;2500.18;2500.18;2500.18;2500.18;0
^STOXX50E;06/05/2010;2611.41;2611.41;2611.41;2611.41;0
^STOXX50E;05/05/2010;2679.3;2679.3;2679.3;2679.3;0
^STOXX50E;04/05/2010;2708.12;2708.12;2708.12;2708.12;0
^STOXX50E;03/05/2010;2816.5;2816.5;2816.5;2816.5;0
^STOXX50E;30/04/2010;2816.86;2816.86;2816.86;2816.86;0
^STOXX50E;29/04/2010;2828.12;2828.12;2828.12;2828.12;0
^STOXX50E;28/04/2010;2788.54;2788.54;2788.54;2788.54;0
^STOXX50E;27/04/2010;2838.78;2838.78;2838.78;2838.78;0
^STOXX50E;26/04/2010;2947.04;2947.04;2947.04;2947.04;0
^STOXX50E;23/04/2010;2918.11;2918.11;2918.11;2918.11;0
^STOXX50E;22/04/2010;2897.59;2897.59;2897.59;2897.59;0
^STOXX50E;21/04/2010;2947.64;2947.64;2947.64;2947.64;0
^STOXX50E;20/04/2010;2983.91;2983.91;2983.91;2983.91;0
^STOXX50E;19/04/2010;2940.19;2940.19;2940.19;2940.19;0
^STOXX50E;16/04/2010;2949.65;2949.65;2949.65;2949.65;0
^STOXX50E;15/04/2010;3012.65;3012.65;3012.65;3012.65;0
^STOXX50E;14/04/2010;3008.03;3008.03;3008.03;3008.03;0
^STOXX50E;13/04/2010;2988.24;2988.24;2988.24;2988.24;0
^STOXX50E;12/04/2010;3002.23;3002.23;3002.23;3002.23;0
^STOXX50E;09/04/2010;2993.54;2993.54;2993.54;2993.54;0
^STOXX50E;08/04/2010;2942.31;2942.31;2942.31;2942.31;0
^STOXX50E;07/04/2010;2974.62;2974.62;2974.62;2974.62;0
^STOXX50E;06/04/2010;2989.49;2989.49;2989.49;2989.49;0
^STOXX50E;01/04/2010;2978.5;2978.5;2978.5;2978.5;0
^FTSE;10/01/2014;6769.9;6691.3;6691.3;6739.9;811611800
^FTSE;09/01/2014;6746.4;6679.3;6721.8;6691.3;782896500
^FTSE;08/01/2014;6755.5;6713.4;6755.5;6721.8;720223400
^FTSE;07/01/2014;6768.9;6718.1;6730.7;6755.5;672375600
^FTSE;06/01/2014;6752;6714.6;6730.7;6730.7;524386900
^FTSE;03/01/2014;6747.3;6699.3;6717.9;6730.7;374841400
^FTSE;02/01/2014;6759.4;6707.5;6749.1;6717.9;459529100
^FTSE;31/12/2013;6757;6731.3;6731.3;6749.1;153445200
^FTSE;30/12/2013;6768.4;6718.2;6750.9;6731.3;295553400
^FTSE;27/12/2013;6754.1;6694.2;6694.2;6750.9;291262200
^FTSE;24/12/2013;6712.1;6672.2;6678.6;6694.2;101669600
^FTSE;23/12/2013;6678.6;6606.2;6606.6;6678.6;351999300
^FTSE;20/12/2013;6616.8;6576.8;6584.7;6606.6;1096668200
^FTSE;19/12/2013;6566.4;6492.1;6492.1;6555.1;388453600
^FTSE;18/12/2013;6524.5;6486.2;6486.2;6492.1;529477800
^FTSE;17/12/2013;6522.2;6482.6;6522.2;6486.2;584164400
^FTSE;16/12/2013;6531.2;6422.2;6440;6522.2;654077800
^FTSE;13/12/2013;6462.8;6433.5;6445.3;6440;705414500
^FTSE;12/12/2013;6507.7;6436;6507.7;6445.3;663531300
^FTSE;11/12/2013;6555.6;6507.7;6523.3;6507.7;524482200
^FTSE;10/12/2013;6571.9;6519;6559.5;6523.3;553693100
^FTSE;09/12/2013;6568.4;6534.7;6552;6559.5;506315300
^FTSE;06/12/2013;6555.7;6496.3;6498.3;6552;564649200
^FTSE;05/12/2013;6518.9;6487.2;6510;6498.3;558155600
^FTSE;04/12/2013;6544.7;6479.7;6532.4;6510;780322500
^FTSE;03/12/2013;6595.5;6531.3;6595.3;6532.4;685375800
^FTSE;02/12/2013;6657.4;6595.2;6650.6;6595.3;559055000
^FTSE;29/11/2013;6681.6;6648.5;6654.5;6650.6;535923900
^FTSE;28/11/2013;6679.5;6642.6;6649.5;6654.5;462672800
^FTSE;27/11/2013;6664.1;6635.7;6636.2;6649.5;580646900
^FTSE;26/11/2013;6697;6636.2;6694.6;6636.2;985377900
^FTSE;25/11/2013;6709.1;6674.3;6674.3;6694.6;465826400
^FTSE;22/11/2013;6711;6661;6681.3;6674.3;495703600
^FTSE;21/11/2013;6697.7;6643.5;6681.1;6681.3;483785600
^FTSE;20/11/2013;6711.4;6661.7;6698;6681.1;559444300
^FTSE;19/11/2013;6723.5;6677.9;6723.5;6698;532008000
^FTSE;18/11/2013;6732.1;6671.6;6693.4;6723.5;539249500
^FTSE;15/11/2013;6703.1;6665.5;6666.1;6693.4;588645400
^FTSE;14/11/2013;6696.2;6630;6630;6666.1;624198000
^FTSE;13/11/2013;6726.8;6614;6726.8;6630;723057200
^FTSE;12/11/2013;6728.4;6693.3;6728.4;6726.8;589417300
^FTSE;11/11/2013;6744.8;6702;6708.4;6728.4;633862400
^FTSE;08/11/2013;6713.9;6643.9;6697.2;6708.4;605443100
^FTSE;07/11/2013;6779.2;6680;6741.7;6697.2;641427800
^FTSE;06/11/2013;6768.2;6735.6;6746.8;6741.7;636589100
^FTSE;05/11/2013;6773.9;6708.5;6763.6;6746.8;723671000
^FTSE;04/11/2013;6780.1;6734.6;6734.7;6763.6;510560500
^FTSE;01/11/2013;6760.9;6715.3;6731.4;6734.7;675463600
^FTSE;31/10/2013;6778.3;6719.5;6777.7;6731.4;742779000
^FTSE;30/10/2013;6819.9;6763.7;6774.7;6777.7;656351600
^FTSE;29/10/2013;6777.2;6718.9;6725.8;6774.7;781277300
^FTSE;28/10/2013;6739.7;6704.2;6721.3;6725.8;590265200
^FTSE;25/10/2013;6729.7;6700.4;6713.2;6721.3;569150500
^FTSE;24/10/2013;6719.3;6674.2;6674.5;6713.2;601320900
^FTSE;23/10/2013;6695.9;6655.2;6695.7;6674.5;643936600
^FTSE;22/10/2013;6719.3;6653.7;6654.2;6695.7;575007200
^FTSE;21/10/2013;6654.2;6617.8;6622.6;6654.2;494967100
^FTSE;18/10/2013;6622.7;6576.2;6576.2;6622.6;710029000
^FTSE;17/10/2013;6576.2;6529.2;6571.6;6576.2;669589600
^FTSE;16/10/2013;6584.4;6504.3;6549.1;6571.6;663774200
^FTSE;15/10/2013;6569.3;6507.7;6507.7;6549.1;603859600
^FTSE;14/10/2013;6507.8;6464.4;6487.2;6507.7;434972100
^FTSE;11/10/2013;6489.2;6430.5;6430.5;6487.2;545658000
^FTSE;10/10/2013;6446.2;6337.9;6337.9;6430.5;665238500
^FTSE;09/10/2013;6372.6;6316.9;6365.8;6337.9;606274000
^FTSE;08/10/2013;6437.7;6365;6437.3;6365.8;718272100
^FTSE;07/10/2013;6453.9;6391.5;6453.9;6437.3;484158900
^FTSE;04/10/2013;6473.6;6429;6449;6453.9;530171800
^FTSE;03/10/2013;6472.4;6436.2;6437.5;6449;618471300
^FTSE;02/10/2013;6460;6386.2;6460;6437.5;575169800
^FTSE;01/10/2013;6466.3;6424.4;6462.2;6460;599067800
^FTSE;30/09/2013;6512.7;6438.7;6512.7;6462.2;667902900
^FTSE;27/09/2013;6568.9;6487.3;6565.6;6512.7;561543500
^FTSE;26/09/2013;6580.9;6535.8;6551.5;6565.6;553128300
^FTSE;25/09/2013;6588;6526.4;6571.5;6551.5;828370700
^FTSE;24/09/2013;6585.4;6549.9;6557.4;6571.5;663765500
^FTSE;23/09/2013;6601.5;6542.7;6596.4;6557.4;592407000
^FTSE;20/09/2013;6629.9;6594.2;6625.4;6596.4;1538850400
^FTSE;19/09/2013;6659.1;6558.8;6558.8;6625.4;799988500
^FTSE;18/09/2013;6587.6;6532.5;6570.2;6558.8;795710600
^FTSE;17/09/2013;6623;6570.2;6622.9;6570.2;1201089700
^FTSE;16/09/2013;6652.7;6583.8;6583.8;6622.9;565475200
^FTSE;13/09/2013;6589;6561.8;6589;6583.8;495637800
^FTSE;12/09/2013;6606.1;6558.6;6588.4;6589;619446600
^FTSE;11/09/2013;6589.9;6559.7;6584;6588.4;709330400
^FTSE;10/09/2013;6599.5;6530.7;6530.7;6584;730044200
^FTSE;09/09/2013;6555.9;6508.8;6547.3;6530.7;586911600
^FTSE;06/09/2013;6568.2;6492.5;6532.4;6547.3;606304200
^FTSE;05/09/2013;6543.2;6461.7;6474.7;6532.4;758348500
^FTSE;04/09/2013;6486.4;6423.5;6468.4;6474.7;717066000
^FTSE;03/09/2013;6523.2;6457;6506.2;6468.4;737860200
^FTSE;02/09/2013;6532.3;6412.9;6412.9;6506.2;596599000
^FTSE;30/08/2013;6502.2;6409.6;6483;6412.9;797043200
^FTSE;29/08/2013;6500.5;6430;6430.1;6483;876420200
^FTSE;28/08/2013;6441;6393.6;6441;6430.1;748559900
^FTSE;27/08/2013;6494.2;6424;6492.1;6441;760395800
^FTSE;23/08/2013;6516.7;6422.4;6446.9;6492.1;486112600
^FTSE;22/08/2013;6468.9;6390.6;6390.8;6446.9;501967700
^FTSE;21/08/2013;6453.6;6386.7;6453.5;6390.8;607065200
^FTSE;20/08/2013;6465.7;6398.6;6465.7;6453.5;620943400
^FTSE;19/08/2013;6506.6;6457.7;6500;6465.7;467686800
^FTSE;16/08/2013;6502.3;6461.3;6483.3;6500;650228300
^FTSE;15/08/2013;6587.9;6460.1;6587.4;6483.3;667125400
^FTSE;14/08/2013;6628;6582.6;6611.9;6587.4;681842200
^FTSE;13/08/2013;6620.4;6568.4;6574.3;6611.9;568866700
^FTSE;12/08/2013;6598.4;6547;6583.4;6574.3;478927500
^FTSE;09/08/2013;6601.2;6529.5;6529.7;6583.4;632996000
^FTSE;08/08/2013;6558.6;6507.2;6511.2;6529.7;566013400
^FTSE;07/08/2013;6625;6511.2;6604.2;6511.2;641421900
^FTSE;06/08/2013;6630.1;6562.3;6619.6;6604.2;698361700
^FTSE;05/08/2013;6684.9;6590.1;6647.9;6619.6;606593100
^FTSE;02/08/2013;6696.6;6623.9;6682;6647.9;660354300
^FTSE;01/08/2013;6682;6607.3;6621.1;6682;977036000
^FTSE;31/07/2013;6659.4;6556.6;6570.9;6621.1;751660500
^FTSE;30/07/2013;6600.7;6560.3;6560.3;6570.9;696264200
^FTSE;29/07/2013;6606.4;6544.1;6554.8;6560.3;487601000
^FTSE;26/07/2013;6629.9;6535.2;6588;6554.8;455317800
^FTSE;25/07/2013;6625.4;6540.4;6620.4;6588;505143000
^FTSE;24/07/2013;6662.2;6581.6;6597.4;6620.4;595811200
^FTSE;23/07/2013;6657.7;6597.4;6623.2;6597.4;673295800
^FTSE;22/07/2013;6645;6608.2;6630.7;6623.2;503256000
^FTSE;19/07/2013;6635.2;6592.1;6634.4;6630.7;768285600
^FTSE;18/07/2013;6657.4;6555.8;6571.9;6634.4;658456000
^FTSE;17/07/2013;6595.6;6517.4;6556.4;6571.9;694631000
^FTSE;16/07/2013;6606.4;6556.4;6586.1;6556.4;746494800
^FTSE;15/07/2013;6605.9;6544.9;6544.9;6586.1;585046200
^FTSE;12/07/2013;6583.9;6540.2;6543.4;6544.9;595530200
^FTSE;11/07/2013;6585.7;6505;6505;6543.4;646463200
^FTSE;10/07/2013;6535.9;6472.4;6513.1;6505;608646600
^FTSE;09/07/2013;6530.9;6450.1;6450.1;6513.1;658794800
^FTSE;08/07/2013;6476.1;6375.5;6375.5;6450.1;622004000
^FTSE;05/07/2013;6498.6;6364.4;6421.7;6375.5;725870000
^FTSE;04/07/2013;6431.4;6229.9;6229.9;6421.7;824171600
^FTSE;03/07/2013;6303.9;6185.2;6303.9;6229.9;663008600
^FTSE;02/07/2013;6314.1;6266.5;6307.8;6303.9;560698800
^FTSE;01/07/2013;6317;6215.4;6215.5;6307.8;657027000
^FTSE;28/06/2013;6268.8;6207.7;6243.4;6215.5;921420800
^FTSE;27/06/2013;6271.8;6165.5;6165.5;6243.4;803972600
^FTSE;26/06/2013;6177.9;6089.2;6101.9;6165.5;754668000
^FTSE;25/06/2013;6114.6;6029.1;6029.1;6101.9;786471800
^FTSE;24/06/2013;6136.1;6023.4;6116.2;6029.1;864109800
^FTSE;21/06/2013;6244.2;6116.2;6159.5;6116.2;1508289700
^FTSE;20/06/2013;6348.8;6145;6348.8;6159.5;874969200
^FTSE;19/06/2013;6383.6;6327;6374.2;6348.8;723618600
^FTSE;18/06/2013;6397.3;6311.4;6330.5;6374.2;654137200
^FTSE;17/06/2013;6370.8;6308.3;6308.3;6330.5;575444200
^FTSE;14/06/2013;6343.5;6290.6;6304.6;6308.3;734161600
^FTSE;13/06/2013;6311;6205.7;6299.5;6304.6;824350800
^FTSE;12/06/2013;6364.3;6295.9;6340.1;6299.5;694945800
^FTSE;11/06/2013;6401.2;6280.1;6400.5;6340.1;736368200
^FTSE;10/06/2013;6421.2;6379.6;6412;6400.5;605036600
^FTSE;07/06/2013;6421.4;6313.6;6336.1;6412;786639400
^FTSE;06/06/2013;6435.4;6336.1;6419.3;6336.1;680974000
^FTSE;05/06/2013;6558.6;6419.3;6558.6;6419.3;800986600
^FTSE;04/06/2013;6577;6525.1;6525.1;6558.6;806463000
^FTSE;03/06/2013;6583.1;6514.1;6583.1;6525.1;790082200
^FTSE;31/05/2013;6657.1;6577.8;6657;6583.1;1182978500
^FTSE;30/05/2013;6657;6611;6627.2;6657;602549400
^FTSE;29/05/2013;6762;6620.8;6762;6627.2;624811600
^FTSE;28/05/2013;6790.7;6654.3;6654.3;6762;658885400
^FTSE;24/05/2013;6720.1;6640.1;6696.8;6654.3;787892200
^FTSE;23/05/2013;6840.3;6658.8;6840.3;6696.8;987091200
^FTSE;22/05/2013;6875.6;6781.5;6803.9;6840.3;980548600
^FTSE;21/05/2013;6803.9;6744.2;6755.6;6803.9;765287800
^FTSE;20/05/2013;6755.6;6709.1;6723.1;6755.6;745786000
^FTSE;17/05/2013;6726.9;6669.9;6687.8;6723.1;855235200
^FTSE;16/05/2013;6714.5;6677.1;6693.5;6687.8;769493800
^FTSE;15/05/2013;6701.7;6669;6686.1;6693.5;692963200
^FTSE;14/05/2013;6686.1;6618.4;6631.8;6686.1;618403600
^FTSE;13/05/2013;6633.3;6602.8;6625;6631.8;560541800
^FTSE;10/05/2013;6637.8;6591.6;6592.7;6625;807522600
^FTSE;09/05/2013;6597.3;6571.7;6583.5;6592.7;750085400
^FTSE;08/05/2013;6587.4;6547;6557.3;6583.5;705687200
^FTSE;07/05/2013;6563.9;6521.4;6521.5;6557.3;795845400
^FTSE;03/05/2013;6541.7;6451.5;6460.7;6521.5;768857600
^FTSE;02/05/2013;6470.3;6409.8;6451.3;6460.7;744888400
^FTSE;01/05/2013;6475.9;6429.8;6430.1;6451.3;409459800
^FTSE;30/04/2013;6483.1;6412.7;6458;6430.1;1081922400
^FTSE;29/04/2013;6458;6419.3;6426.4;6458;636209400
^FTSE;26/04/2013;6442.6;6399.4;6442.6;6426.4;560753800
^FTSE;25/04/2013;6467.1;6411.9;6431.8;6442.6;739178800
^FTSE;24/04/2013;6438.9;6396.2;6406.1;6431.8;735699000
^FTSE;23/04/2013;6406.1;6278.5;6280.6;6406.1;719139000
^FTSE;22/04/2013;6342;6259;6286.6;6280.6;605846000
^FTSE;19/04/2013;6288.7;6243.7;6243.7;6286.6;694202800
^FTSE;18/04/2013;6277.8;6225.9;6244.2;6243.7;670060000
^FTSE;17/04/2013;6334.4;6225.2;6304.6;6244.2;739341600
^FTSE;16/04/2013;6343.6;6297.5;6343.6;6304.6;609897600
^FTSE;15/04/2013;6384.4;6300.1;6384.4;6343.6;576452000
^FTSE;12/04/2013;6416.1;6368.2;6416.1;6384.4;521445600
^FTSE;11/04/2013;6423.6;6377.5;6387.4;6416.1;557354800
^FTSE;10/04/2013;6405.2;6313.2;6313.2;6387.4;678612600
